platform,id,title,text,score,created_date,author,url
twitter,1937885980867932478,hear me out @DallasLoveField get rid of one of the...,hear me out @DallasLoveField get rid of one of the starbucks and replace it with la la land @kind_cafe,0,2025-06-25 14:49:56+00:00,725105155667034112,https://twitter.com/i/status/1937885980867932478
twitter,1937885800240173397,@logotrope Starbucks nationalized under the red te...,@logotrope Starbucks nationalized under the red terror of Chairman Mamdani and renamed bodegas across amerika,0,2025-06-25 14:49:13+00:00,375399372,https://twitter.com/i/status/1937885800240173397
twitter,1937885675497705942,"メルカリに出品されている商品などを多数紹介中！！！PR: 
    
商品名: Starbucks ...","メルカリに出品されている商品などを多数紹介中！！！PR: 
    
商品名: Starbucks ステンレス水筒スターバックス　オーロラ新品

販売価格: 2,700円
https://t.co/v6KSKlQh13",0,2025-06-25 14:48:43+00:00,1898249347873357824,https://twitter.com/i/status/1937885675497705942
twitter,1937885613904294052,Starbucks asking for a tip just to fuck my order u...,Starbucks asking for a tip just to fuck my order up always gets me hot,0,2025-06-25 14:48:29+00:00,898962266,https://twitter.com/i/status/1937885613904294052
twitter,1937885500477485260,"My wife quit buying Starbucks every day.

Stacks $...","My wife quit buying Starbucks every day.

Stacks $150/month into Bitcoin now.

She calls it, morning freedom fuel.",0,2025-06-25 14:48:02+00:00,134711468,https://twitter.com/i/status/1937885500477485260
twitter,1937885442096922715,@ParquesPolanco8 @CuadranteME @PericoDS @MHPrevenc...,"@ParquesPolanco8 @CuadranteME @PericoDS @MHPrevencion @WalmartMXyCAM @BBVA_Mex @AlcaldiaMHmx @fibraunomx @PAOTmx @mariana_boy @MascotasSismo @mauriciotabe @MHcesac @MHGOByJ @OlaMHmx @SGIRPC_CDMX No es posible siempre que llueve es lo mismo, de ese lado y del Starbucks 🤬",0,2025-06-25 14:47:48+00:00,341332057,https://twitter.com/i/status/1937885442096922715
twitter,1937885292209267085,"🚨 Man Causing Disturbance at Starbucks 🚨

🗺️ 11401...","🚨 Man Causing Disturbance at Starbucks 🚨

🗺️ 11401 South St, Cerritos, California, 90703

📻 Tarados 231, you have the handle, any unit with assist, 415 business, 11401 South Street, Starbucks. Male, Black adult wearing a red shirt, dark colored pants, inside of a look,",0,2025-06-25 14:47:12+00:00,1880912202934177792,https://twitter.com/i/status/1937885292209267085
twitter,1937885214501425455,Look for the article written by NPR where they are...,Look for the article written by NPR where they are saying that SNAP should be allowed to be used to buy monster energy drinks and Starbucks coffee so that kids don’t feel self-conscious in school because they don’t belong. You can’t make this $hit up. NPR loves unhealthy drinks.,0,2025-06-25 14:46:53+00:00,1616398267,https://twitter.com/i/status/1937885214501425455
twitter,1937885190526816285,@luxebarbie_ What does one get for $20 at Starbuck...,@luxebarbie_ What does one get for $20 at Starbucks?,1,2025-06-25 14:46:48+00:00,1248424585156087808,https://twitter.com/i/status/1937885190526816285
twitter,1937885148617597353,"STARBUCKS CHINA PRINCESS SERIES.

พิกัด : https://...","STARBUCKS CHINA PRINCESS SERIES.

พิกัด : https://t.co/NSNxiNkxE2

#โค้ดฟรี #ของใหม่ #Shopee #ของถูกและดี #ผ่อนของ #ผ่อนไปใช้ไป #ผ่อนshopee #shopeeTH #shopeepaythr #โปรสมาชิกใหม่ #spaylaterช้อปก่อนจ่ายทีหลัง #Spaylater #โปรดีบอกต่อ #ShopeePayTHR #ShopeePrizesแจกรางวัลใหญ่ https://t.co/3HPnet6Haw",0,2025-06-25 14:46:38+00:00,2769443442,https://twitter.com/i/status/1937885148617597353
twitter,1937885064668291466,@RandyCh70233853 @MAGAPosts They will realize the ...,@RandyCh70233853 @MAGAPosts They will realize the error of their ways when all the Starbucks ' move out.  And all the bodegas go broke. Their ignorant commie-wokeness will bite them  in the arse big time.,0,2025-06-25 14:46:18+00:00,1658979188127277058,https://twitter.com/i/status/1937885064668291466
twitter,1937885040073113602,i have to stop spending my money on starbucks 😭💔,i have to stop spending my money on starbucks 😭💔,0,2025-06-25 14:46:12+00:00,248387052,https://twitter.com/i/status/1937885040073113602
twitter,1937884860431180174,I really want to walk to Afro joes but I gotta go ...,I really want to walk to Afro joes but I gotta go to Starbucks. I still got birthday money 🤣,0,2025-06-25 14:45:29+00:00,1201604875458625537,https://twitter.com/i/status/1937884860431180174
twitter,1937884856127562150,@CNviolations Starbucks,@CNviolations Starbucks,0,2025-06-25 14:45:28+00:00,1723095808696803329,https://twitter.com/i/status/1937884856127562150
twitter,1937884697012670490,@KnuckleballCG66 Meanwhile Starbucks won’t lower t...,@KnuckleballCG66 Meanwhile Starbucks won’t lower their prices 😂,1,2025-06-25 14:44:50+00:00,1196304745603817472,https://twitter.com/i/status/1937884697012670490
twitter,1937884670307582129,"マンゴーとパッションフルーツが一番低カロリーなの？
もしかしてこれっていつもあるの？😳
スタバ行かな...","マンゴーとパッションフルーツが一番低カロリーなの？
もしかしてこれっていつもあるの？😳
スタバ行かなきゃだわ🏃

スタバのカロリーが低いドリンクランキング　ダイエット中でも飲めるメニューは？ | アプリオ https://t.co/ills45wdhq",0,2025-06-25 14:44:44+00:00,917915366499663873,https://twitter.com/i/status/1937884670307582129
twitter,1937884438932623631,@daniellee760 Dm me so I could pay for your Starbu...,@daniellee760 Dm me so I could pay for your Starbucks/coffee? Pleaseeee,0,2025-06-25 14:43:49+00:00,1064025917129977856,https://twitter.com/i/status/1937884438932623631
twitter,1937884324701110568,@jikookaahhhh sa totoo lang di pako nakaka try mag...,"@jikookaahhhh sa totoo lang di pako nakaka try mag Starbucks HAHAHA sadyang hindi ko lang talaga afford ganyang kape. Btw, congrats sa winners 🎉",0,2025-06-25 14:43:21+00:00,1803373028736471040,https://twitter.com/i/status/1937884324701110568
twitter,1937884105183756291,I want Starbucks but ion got no Starbucks money,I want Starbucks but ion got no Starbucks money,0,2025-06-25 14:42:29+00:00,2295506298,https://twitter.com/i/status/1937884105183756291
twitter,1937884004440760618,@Rajesh25307208 @akashbnsal No，There is a shopping...,"@Rajesh25307208 @akashbnsal No，There is a shopping mall inside the high-speed rail station, with Starbucks, Luckin Coffee, and 711, so there is no need for hawkers",0,2025-06-25 14:42:05+00:00,1872230181345382400,https://twitter.com/i/status/1937884004440760618
twitter,1937883941735645306,"Like I gave cash at first, I was like take five do...","Like I gave cash at first, I was like take five dollars off of my Starbucks card so I can get my points at least he couldn’t even do that. I was like here’s cash like it was just really overwhelming.",0,2025-06-25 14:41:50+00:00,393724892,https://twitter.com/i/status/1937883941735645306
twitter,1937883859472802218,@ElReyDelMambo__ Hace un par de semanas probé un m...,@ElReyDelMambo__ Hace un par de semanas probé un matcha frozen y me atrevería a decir que me gustó más que el de Starbucks pero el matcha splash de hoy está horrible. Jaja,2,2025-06-25 14:41:30+00:00,341335397,https://twitter.com/i/status/1937883859472802218
twitter,1937883813469634916,"Yo leyendo esto mientras me tomo mi Starbucks, me ...","Yo leyendo esto mientras me tomo mi Starbucks, me la paso tuiteando siendo conformista 😭 https://t.co/f008mjl510",1,2025-06-25 14:41:19+00:00,294758966,https://twitter.com/i/status/1937883813469634916
twitter,1937883689612165418,@moonduststevie Hey Starbucks...you wouldn't put l...,@moonduststevie Hey Starbucks...you wouldn't put lemonade in Bob Dylan's refresher.,0,2025-06-25 14:40:50+00:00,268531785,https://twitter.com/i/status/1937883689612165418
twitter,1937883530903638105,"COFFEE FLOATS: The Ultimate Dessert Drink! ☕🍨

FRE...","COFFEE FLOATS: The Ultimate Dessert Drink! ☕🍨

FREE Starbucks Liquors Coffee- The Adult Alcohol eBook - https://t.co/x24QY4UEei

Subscribe: YouTube Channel - Miss CoffeeBaby https://t.co/RC7E5cQ4GT

#coffeefloat #dessertdrink #ultimatedessert #coffeerecipes #icecreamcoffee https://t.co/IsR7Hg6Oga",1,2025-06-25 14:40:12+00:00,1539091213999120384,https://twitter.com/i/status/1937883530903638105
twitter,1937883505913950649,If I were ever in a coma a Starbucks iced chai lat...,If I were ever in a coma a Starbucks iced chai latte with salted caramel cold foam would do the trick,0,2025-06-25 14:40:06+00:00,1060394296237584386,https://twitter.com/i/status/1937883505913950649
twitter,1937883390684111087,"え？3つのフルーツを選ぶ？
なにそれ、分かんない😵‍💫
3つ目を選ぶってこと？
スタバさん、分からな...","え？3つのフルーツを選ぶ？
なにそれ、分かんない😵‍💫
3つ目を選ぶってこと？
スタバさん、分からない子がここにいます🙋‍♀️

My フルーツ³ フラペチーノ® ゴールデン パイン&amp;グアバ ヨーグルト|フラペチーノ®|frappuccino|スターバックス コーヒー ジャパン https://t.co/UroTO4xIfJ",0,2025-06-25 14:39:39+00:00,917915366499663873,https://twitter.com/i/status/1937883390684111087
twitter,1937883375227814205,@catturd2 My coffee grinder is charging. I haven't...,"@catturd2 My coffee grinder is charging. I haven't found an automatic coffee maker that will fresh grind the beans, brew espresso, chill it and then mix it with cold frothed 2% and sugar free latte syrup because I'm too sane to spend 6 bucks at Starbucks multiple times daily.",0,2025-06-25 14:39:35+00:00,1559876818332688384,https://twitter.com/i/status/1937883375227814205
twitter,1937883312166686742,Shameful! How some Muslims are still eating in KFC...,Shameful! How some Muslims are still eating in KFC burger King Starbucks,0,2025-06-25 14:39:20+00:00,1264962900440961026,https://twitter.com/i/status/1937883312166686742
twitter,1937883287948562781,Could Starbucks be considering a partial sale of i...,Could Starbucks be considering a partial sale of its China business? https://t.co/RuIlG1Eh6l,0,2025-06-25 14:39:14+00:00,1673549414,https://twitter.com/i/status/1937883287948562781
twitter,1937883270659645457,.80 for brown sugar is crazy when I’m taking the n...,.80 for brown sugar is crazy when I’m taking the nasty white sugar out. My total went from $5.98 to $6.90 within 24 hours &amp; that’s honestly the straw that broke this camel back in this recession!!!!! @Starbucks are you crazy,0,2025-06-25 14:39:10+00:00,56255317,https://twitter.com/i/status/1937883270659645457
twitter,1937883255237427589,Starbucks matcha has a more richer taste than Dunk...,Starbucks matcha has a more richer taste than Dunkin.,0,2025-06-25 14:39:06+00:00,1760465575346581504,https://twitter.com/i/status/1937883255237427589
twitter,1937883239739486646,@nietzzcheppd @Seba_RT @jandresgn @BipoClodomiro1 ...,"@nietzzcheppd @Seba_RT @jandresgn @BipoClodomiro1 @Arielmorga16693 Así estamos en chile:
Un “músico sin talentos”👇
Fui sindicalista en Starbucks👇
El sindicalista fui “elegido” como diputado con 0.85% de los votos en su distrito electoral 

Pequeño detalle:
Los diputados en chile son los que tiene los sueldos más alto de la OCDE👇 https://t.co/F8duFxtFWX",0,2025-06-25 14:39:03+00:00,1925988760165949440,https://twitter.com/i/status/1937883239739486646
twitter,1937882916706722155,Starbucks calling my name right now,Starbucks calling my name right now,0,2025-06-25 14:37:46+00:00,1544892420176879617,https://twitter.com/i/status/1937882916706722155
twitter,1937882916492554505,@michaelmiraflor You don't love saving 1.00 on Sta...,@michaelmiraflor You don't love saving 1.00 on Starbucks when placing an order between 5 and 7 dollars a max of once a month but never on a Saturday or every other Tuesday?,0,2025-06-25 14:37:46+00:00,1241797277385216002,https://twitter.com/i/status/1937882916492554505
twitter,1937882745473999255,Fast food chains being in the islands is what make...,Fast food chains being in the islands is what makes me hate going on vacation there. Fam I came to eat some red snapper and coconut rice- no I don’t want Starbucks I want some country woman making me coffee old fashioned like and tip well after dinner. Smh. https://t.co/FjqvP2miR4,1,2025-06-25 14:37:05+00:00,1309836966230462465,https://twitter.com/i/status/1937882745473999255
twitter,1937882743334969482,https://t.co/jYSCKhtRaN,https://t.co/jYSCKhtRaN,0,2025-06-25 14:37:04+00:00,1144286241552261121,https://twitter.com/i/status/1937882743334969482
